施設CD,施設名
430126869,清水まんごくクリニック
430126885,あだち内科胃腸科
430126893,宇土内科胃腸科医院
430126919,浦本医院
430126935,よもぎクリニック
430126943,しまだ内科クリニック
430126950,熊本ホームケアクリニック
430126968,中村クリニック
430126976,宮川眼科クリニック
430126984,みねとまクリニック
430126992,桜町クリニック
430127008,吉井皮ふ科
430127024,田嶋外科内科医院
430127032,医療法人　竹下内科医院
430127040,藤木皮膚科クリニック
430127057,大林新地クリニック
430127065,くろかみ心身クリニック
430127081,さくらクリニック
430127099,銀座通りクリニック
430127107,藤木眼科
430127115,ひまわりアイクリニック熊本
430127123,佐々木脳神経外科
430127131,白藤耳鼻咽喉科クリニック
430127149,ふじの医院
430127156,医療法人　くだか眼科
430127164,平井皮膚科・アレルギー科
430127172,島崎井上クリニック
430127180,牧内科循環器科医院
430127206,みわクリニック
430127230,影下皮膚科クリニック
430127263,足立・有馬小児科神経内科
430127271,武藤眼科・大久保内科
430127289,定永耳鼻咽喉科クリニック
430127305,宮津内科クリニック
430127354,ほんだ耳鼻咽喉科医院
430127362,きぬはら整形外科クリニック
430127388,ソフィアレディースクリニック水道町
430127396,小野・出来田内科医院
430127412,長嶺南クリニック
430127420,なかくま眼科
430127438,みつぐまち診療所
430127446,さくらんぼこどもクリニック
430127453,山本皮膚科クリニック
430127461,水前寺内科循環器科
430127479,内尾土井クリニック
430127487,武田整形外科
430127495,ウィメンズクリニック　グリーンヒル
430127503,あいこう泌尿器科・内科クリニック
430127529,ＡＲＴ女性クリニック
430127537,米村眼科医院
430127545,桜木頭痛クリニック
430127552,田中整形外科
430127560,もとむら小児クリニック
430127578,月出在宅療養支援診療所
430127586,山本内科クリニック
430127610,水前寺耳鼻咽喉科クリニック
430127628,たつだ整形外科
430127651,保田窪整形外科病院
430127669,聖アンナレディスクリニック
430127677,整形外科　金井クリニック
430127685,平成こどもクリニック
430127693,メディカルスクエア九品寺クリニック
430127719,中央眼科クリニック
430127735,芹川消化器内科クリニック
430127750,池沢小児科医院
430127768,医療法人出田会　呉服町診療所
430127776,やまもと内科・心療内科
430127784,さくら通りクリニック
430127800,東海クリニック
430127818,宇土泌尿器科内科クリニック
430127834,桜十字クリニック
430127842,深迫内科医院
430127859,にしくまもと病院
430127875,成松医院
430127891,通町ａｕｎｅ眼科医院
430127925,十善病院
430127958,つきで整形外科
430127982,菅医院
430128006,伊東歯科口腔病院
430128014,山田眼科
430128022,えがみ小児科
430128030,中村内科医院
430128055,水前寺公園クリニック
430128089,眼科こがクリニック
430128097,新水前寺クリニック
430128105,熊本整形外科病院
430128113,虹クリニック
430128121,越山眼科医院
430128139,せぐち小児科クリニック
430128154,森川レディースクリニック
430128162,かよこクリニック
430128170,医療法人杏和会城南病院
430128188,小林病院
430128196,熊本光洋台病院
430128204,井上医院
430128238,大隈整形外科医院
430128246,下田クリニック
430128253,宗像医院
430128261,うしじま小児科クリニック
430128279,和漢堂　松田医院
430128287,たまのい内科クリニック
430128295,向陽台病院
430128311,植木温泉医院
430128329,橋本外科医院
430128345,榎本内科医院
430128352,植木シルバークリニック
430128360,大塚病院
430128378,師井医院
430128386,藤田外科医院
430128394,東家耳鼻咽喉科医院
430128402,森田整形外科医院
430128410,中垣胃腸科医院
430128428,宮崎眼科医院
430128436,清田産婦人科医院
430128444,田原坂クリニック
430128451,箱根崎医科歯科クリニック
430128469,下村皮ふ科クリニック
430128477,新生整形外科医院
430128485,桑原内科小児科医院
430128493,よねむら眼科クリニック
430128501,植木いまふじクリニック
430128519,医療法人社団徳豊会　川口消化器内科
430128527,ひらやま整形外科クリニック
430128535,はっとり小児科
430128543,前田胃腸科・内科クリニック
430128550,こころの元気クリニック
430128568,熊本血管外科クリニック
430128576,とだか内科クリニック
430128584,皮ふ科前川クリニック
430128592,内田クリニック
430128600,みやじま眼科
430128618,熊本リウマチ内科
430128626,いちぐちクリニック
430128642,熊本未来クリニック
430128659,さめしま整形外科医院
430128667,前田内科医院
430128675,シャワー通りきさぬきクリニック
430128691,熊本脳神経外科病院
430128717,わかばクリニック
430128733,江津耳鼻咽喉科・アレルギー科クリニック
430128758,下通アイクリニック
430128766,しもむらクリニック
430128774,田畑こどもレディースクリニック
430128782,とみあい内科クリニック
430128808,駒木小児科クリニック
430128816,日赤通り谷﨑ＭＡクリニック
430128824,出町おがたこどもクリニック
430128840,清水在宅療養支援診療所
430128857,にしだ整形外科
430128865,池上第二クリニック
430128873,すみれ眼科クリニック
430128881,大林内科医院
430128899,尾田胃腸内科・内科
430128915,平成とうや病院
430128923,いしはら皮膚外科クリニック
430128931,下通り心身医療クリニック
430128949,よねざわ眼科
430128956,龍田在宅あんしんクリニック
430128964,和田医院
430128972,熊本心身医療クリニック
430128998,ながみね耳鼻咽喉科クリニック
430129103,みはらライフケアクリニック
430129111,下通眼科
430129129,ひまわり在宅クリニック
430129137,よしむらクリニック
430129152,渡辺医院
430129160,長嶺そよかぜクリニック
430129178,つるはらクリニック
430129194,とくなが内科胃腸科外科クリニック
430129202,吉永クリニック
430129210,おびやま在宅クリニック
430129228,清永医院
430129236,博愛会病院
430310380,三浦整形外科医院
430310513,医療法人蘇春堂光生病院
430310521,万江病院
430310539,医療法人蘇春堂球磨病院
430310547,吉田病院
430310554,愛生会外山病院
430310562,上原整形外科医院
430310612,岡医院
430310620,高浜内科医院
430310687,医療法人蘇春堂　人吉中央温泉病院
430310737,河野産婦人科
430310794,やまぐちマタニテイ
430310802,愛甲やすらぎ医院
430310810,ひとよし内科
430310836,瀬戸産科婦人科医院
430310844,たけだ眼科クリニック
430310869,掛井眼科医院
430310877,医療法人平井整形外科リハビリテーションクリニック
430310885,豊永耳鼻咽喉科医院
430310927,医療法人外山胃腸病院
430310943,田中クリニック
430310950,辻循環器科内科
430311024,みのる診療所
430311032,辻胃腸科心療内科
430311065,有島耳鼻咽喉科医院
430311073,医療法人みなみ眼科
430311081,伊津野医院
430311099,人吉皮膚科医院
430311107,ふかみ耳鼻咽喉科
430311115,浜田医院
430311123,手塚病院
430311131,内山クリニック
430311149,たかはし小児科内科医院
430311156,あいだ診療所
430311164,しらおく内科クリニック
430311172,堤病院
430311180,堤病院附属九日町診療所
430311198,みのだ内科循環器科
430311206,吉村皮ふ科医院
430311214,医療法人清藍会　たかみや医院
430311230,愛甲産婦人科ひふ科医院
430311248,増田クリニック小児科
430311255,外山内科
430311289,願成寺ごんどう医院
430311297,小林脳神経外科
430311305,田中医院
430311321,とやまクリニック胃腸科肛門科
430311339,光永医院
430311347,人吉リハビリテーション病院
430410347,田尻医院
430410487,北野外科医院
430410636,医療法人さとう総合内科クリニック
430410644,医療法人有働会有働病院
430410651,鴻江病院
430410693,荒尾こころの郷病院
430410719,藤木医院
430410727,久保田皮膚科泌尿器科医院
430410743,足達内科医院
430410800,西良文医院
430410859,荒尾中央病院
430410917,野ばら診療所
430410933,関整形外科
430410982,高橋整形外科医院
430411014,荒尾クリニック
430411022,藤枝医院
430411030,南整形外科医院
430411055,石塚眼科医院
430411071,伊藤医院
430411089,本里内科
430411097,山村皮膚科医院
430411113,荒尾駅前クリニック
430411162,ふじさわ脳神経外科クリニック
430411170,牛島内科医院
430411188,田中良医院
430411196,ふれあいクリニック
430411204,田宮医院
430411261,緑ケ丘クリニック
430411279,あだち内科胃腸科クリニック
